Cod_setor,lider_masculino,lider_feminino,porcentagem_lideres_femininos
250750705000301,255,163,38.995215311004785
250750705000302,132,154,53.84615384615385
250750705000303,114,110,49.107142857142854
250750705000304,121,48,28.402366863905325
250750705000305,169,104,38.095238095238095
250750705000306,148,100,40.32258064516129
250750705000307,74,19,20.43010752688172
250750705000308,0,0,NaN
250750705000309,73,56,43.41085271317829
250750705000310,148,115,43.72623574144487
250750705000311,159,141,47
250750705000312,49,43,46.73913043478261
250750705000313,199,117,37.0253164556962
250750705000314,104,76,42.22222222222222
250750705000315,126,69,35.38461538461539
250750705000316,120,89,42.58373205741627
250750705000317,127,78,38.048780487804876
250750705000318,103,70,40.46242774566474
250750705000319,31,91,74.59016393442623
250750705000320,124,73,37.055837563451774
250750705000321,136,51,27.27272727272727
250750705000322,186,186,50
250750705000323,165,97,37.02290076335878
250750705000324,120,62,34.065934065934066
250750705000325,176,122,40.939597315436245
250750705000326,53,40,43.01075268817204
250750705000327,90,77,46.10778443113773
250750705000328,138,77,35.81395348837209
250750705000329,184,141,43.38461538461538
250750705000330,153,132,46.31578947368421
250750705000331,99,68,40.718562874251496
250750705000332,118,56,32.18390804597701
250750705000333,107,108,50.23255813953489
250750705000334,103,96,48.24120603015075
250750705000335,159,184,53.64431486880466
250750705000336,91,98,51.85185185185185
250750705000337,167,119,41.60839160839161
250750705000338,154,84,35.294117647058826
250750705000339,158,109,40.823970037453186
250750705000340,207,145,41.19318181818182
250750705000341,177,92,34.20074349442379
250750705000342,116,137,54.1501976284585
250750705000343,192,121,38.65814696485623
250750705000344,166,114,40.714285714285715
250750705000345,130,90,40.909090909090914
250750705000346,189,177,48.36065573770492
250750705000347,148,215,59.22865013774105
250750705000348,72,135,65.21739130434783
250750705000349,140,120,46.15384615384615
250750705000350,152,127,45.51971326164875
250750705000351,141,125,46.99248120300752
250750705000352,117,98,45.58139534883721
250750705000353,104,73,41.24293785310734
250750705000354,271,91,25.13812154696133
250750705000355,107,59,35.54216867469879
250750705000356,160,52,24.528301886792452
250750705000357,195,85,30.357142857142854
250750705000358,130,58,30.851063829787233
250750705000359,271,112,29.242819843342037
250750705000360,75,115,60.526315789473685
250750705000361,168,131,43.812709030100336
250750705000362,172,113,39.64912280701755
250750705000363,128,117,47.755102040816325
250750705000364,111,121,52.1551724137931
250750705000365,184,142,43.558282208588956
250750705000366,105,83,44.148936170212764
250750705000367,93,87,48.333333333333336
250750705000368,228,172,43
250750705000369,130,124,48.818897637795274
250750705000370,115,147,56.10687022900763
250750705000371,130,131,50.191570881226056
250750705000372,107,77,41.84782608695652
250750705000373,202,155,43.417366946778714
250750705000374,163,132,44.74576271186441
250750705000375,76,144,65.45454545454545
250750705000376,190,116,37.908496732026144
250750705000377,131,62,32.12435233160622
250750705000378,46,30,39.473684210526315
250750705000379,25,39,60.9375
250750705000380,102,100,49.504950495049506
250750705000381,139,99,41.596638655462186
250750705000382,118,72,37.89473684210527
250750705000383,177,129,42.15686274509804
250750705000384,124,86,40.95238095238095
250750705000385,152,99,39.44223107569721
250750705000386,144,100,40.98360655737705
250750705000387,120,99,45.20547945205479
250750705000388,115,108,48.4304932735426
250750705000389,132,72,35.294117647058826
250750705000390,175,94,34.94423791821561
250750705000391,170,84,33.07086614173229
250750705000392,130,103,44.20600858369099
250750705000393,157,121,43.52517985611511
250750705000394,144,130,47.44525547445255
250750705000395,158,124,43.97163120567376
250750705000396,95,228,70.58823529411765
250750705000397,152,132,46.478873239436616
250750705000398,153,97,38.800000000000004
250750705000399,162,114,41.30434782608695
250750705000400,142,190,57.22891566265061
250750705000401,144,144,50
250750705000402,175,75,30
250750705000403,174,147,45.794392523364486
250750705000404,196,107,35.31353135313531
250750705000405,129,75,36.76470588235294
250750705000406,239,115,32.48587570621469
250750705000407,106,71,40.11299435028249
250750705000408,198,129,39.44954128440367
250750705000409,206,115,35.82554517133956
250750705000410,164,113,40.794223826714806
250750705000411,142,53,27.17948717948718
250750705000412,150,167,52.6813880126183
250750705000413,112,58,34.11764705882353
250750705000414,157,162,50.78369905956113
250750705000415,152,77,33.624454148471614
250750705000416,178,137,43.492063492063494
250750705000417,155,100,39.21568627450981
250750705000418,139,60,30.15075376884422
250750705000419,103,104,50.24154589371981
250750705000420,213,142,40
250750705000421,9,3,25
250750705000422,254,102,28.651685393258425
250750705000423,289,92,24.146981627296586
250750705000424,0,0,NaN
250750705000425,153,84,35.44303797468354
250750705000426,36,128,78.04878048780488
250750705000427,29,68,70.10309278350515
250750705000428,237,121,33.798882681564244
250750705000429,91,144,61.27659574468085
250750705000430,173,121,41.156462585034014
250750705000431,207,135,39.473684210526315
250750705000432,174,103,37.18411552346571
250750705000433,120,76,38.775510204081634
250750705000434,231,93,28.703703703703702
250750705000435,93,56,37.58389261744966
250750705000436,96,83,46.36871508379888
250750705000437,120,75,38.46153846153847
250750705000438,144,54,27.27272727272727
250750705000439,176,90,33.83458646616541
250750705000440,111,150,57.47126436781609
250750705000441,123,168,57.73195876288659
250750705000442,132,117,46.98795180722892
250750705000443,43,30,41.0958904109589
250750705000444,95,70,42.42424242424242
250750705000445,78,42,35
250750705000446,202,137,40.41297935103245
250750705000447,158,129,44.94773519163763
250750705000448,169,113,40.0709219858156
250750705000449,121,34,21.935483870967744
250750705000450,117,83,41.5
250750705000451,130,90,40.909090909090914
250750705000452,92,38,29.230769230769234
250750705000453,167,95,36.25954198473282
250750705000454,167,143,46.12903225806452
250750705000455,207,98,32.131147540983605
250750705000456,175,115,39.6551724137931
250750705000457,179,111,38.275862068965516
250750705000458,148,126,45.98540145985402
250750705000459,124,109,46.78111587982833
250750705000460,152,134,46.85314685314685
250750705000461,171,146,46.05678233438486
250750705000462,106,53,33.33333333333333
250750705000463,132,145,52.34657039711191
250750705000464,139,108,43.7246963562753
250750705000465,150,96,39.02439024390244
250750705000466,163,56,25.570776255707763
250750705000467,172,100,36.76470588235294
250750705000468,131,89,40.45454545454545
250750705000469,100,72,41.86046511627907
250750705000470,188,165,46.742209631728045
250750705000471,166,117,41.342756183745585
250750705000472,75,61,44.85294117647059
250750705000473,211,84,28.474576271186443
250750705000474,136,83,37.89954337899543
250750705000475,186,123,39.80582524271845
250750705000476,172,127,42.474916387959865
250750705000477,208,113,35.202492211838006
250750705000478,105,68,39.30635838150289
250750705000479,159,150,48.54368932038835
250750705000480,109,93,46.03960396039604
250750705000481,72,54,42.857142857142854
250750705000482,137,203,59.705882352941174
250750705000483,196,113,36.56957928802589
250750705000484,68,46,40.35087719298245
250750705000485,89,81,47.647058823529406
250750705000486,96,58,37.66233766233766
250750705000487,95,65,40.625
250750705000488,48,42,46.666666666666664
250750705000489,47,34,41.9753086419753
250750705000490,131,92,41.25560538116592
250750705000491,194,129,39.93808049535604
250750705000492,45,135,75
250750705000493,62,45,42.05607476635514
250750705000494,125,56,30.939226519337016
250750705000495,150,153,50.495049504950494
250750705000496,138,87,38.666666666666664
250750705000497,178,88,33.08270676691729
250750705000498,136,108,44.26229508196721
250750705000499,71,60,45.80152671755725
250750705000500,324,133,29.10284463894967
250750705000501,135,89,39.732142857142854
250750705000502,155,91,36.99186991869919
250750705000503,90,70,43.75
250750705000504,212,67,24.014336917562723
250750705000505,131,47,26.40449438202247
250750705000506,111,89,44.5
250750705000507,195,141,41.964285714285715
250750705000508,338,171,33.59528487229863
250750705000509,181,99,35.35714285714286
250750705000510,181,112,38.225255972696246
250750705000511,153,92,37.55102040816327
250750705000512,35,8,18.6046511627907
250750705000513,89,46,34.074074074074076
250750705000514,231,65,21.95945945945946
250750705000515,229,102,30.815709969788518
250750705000516,5,6,54.54545454545454
250750705000517,77,128,62.4390243902439
250750705000518,257,111,30.16304347826087
250750705000519,54,62,53.44827586206896
250750705000520,116,161,58.12274368231047
250750705000521,185,93,33.45323741007194
250750705000522,172,234,57.635467980295566
250750705000523,126,137,52.09125475285171
250750705000524,132,129,49.42528735632184
250750705000525,57,29,33.72093023255814
250750705000526,103,52,33.5483870967742
250750705000527,120,61,33.70165745856354
250750705000528,174,86,33.07692307692307
250750705000529,177,76,30.039525691699602
250750705000530,141,97,40.7563025210084
250750705000531,156,113,42.00743494423792
250750705000532,90,75,45.45454545454545
250750705000533,68,42,38.18181818181819
250750705000534,129,52,28.7292817679558
250750705000535,124,62,33.33333333333333
250750705000536,159,83,34.29752066115703
250750705000537,178,93,34.31734317343174
250750705000538,211,101,32.371794871794876
250750705000539,127,116,47.73662551440329
250750705000540,88,52,37.142857142857146
250750705000541,147,79,34.95575221238938
250750705000542,136,74,35.23809523809524
250750705000543,90,53,37.06293706293706
250750705000544,156,123,44.086021505376344
250750705000545,43,57,56.99999999999999
250750705000546,107,109,50.46296296296296
250750705000547,110,94,46.07843137254902
250750705000548,169,152,47.35202492211838
250750705000549,135,177,56.730769230769226
250750705000550,113,87,43.5
250750705000551,170,136,44.44444444444444
250750705000552,132,84,38.88888888888889
250750705000553,89,118,57.00483091787439
250750705000554,179,120,40.13377926421405
250750705000555,114,82,41.83673469387755
250750705000556,96,86,47.25274725274725
250750705000557,99,66,40
250750705000558,79,33,29.464285714285715
250750705000559,90,38,29.6875
250750705000560,138,67,32.6829268292683
250750705000561,71,20,21.978021978021978
250750705000562,0,0,NaN
250750705000563,94,6,6
250750705000564,81,34,29.565217391304348
250750705000565,41,54,56.84210526315789
250750705000566,0,0,NaN
250750705000567,0,0,NaN
250750705000569,0,0,NaN
250750705000570,0,0,NaN
250750705000571,167,101,37.6865671641791
250750705000572,37,34,47.88732394366197
250750705000573,13,9,40.909090909090914
250750705000574,64,41,39.04761904761905
250750705000575,100,107,51.690821256038646
250750705000576,107,111,50.917431192660544
250750705000577,0,0,NaN
250750705000578,77,66,46.15384615384615
250750705000579,40,34,45.94594594594595
250750705000580,143,149,51.02739726027398
250750705000581,133,115,46.37096774193548
250750705000582,154,83,35.0210970464135
250750705000583,116,87,42.857142857142854
250750705000584,0,0,NaN
250750705000585,34,39,53.42465753424658
250750705000586,0,0,NaN
250750705000587,0,0,NaN
250750705000588,0,0,NaN
250750705000589,82,70,46.05263157894737
250750705000590,37,29,43.93939393939394
250750705000592,72,32,30.76923076923077
250750705000593,53,50,48.54368932038835
250750705000594,63,63,50
250750705000595,83,74,47.13375796178344
250750705000596,150,106,41.40625
250750705000597,174,105,37.634408602150536
250750705000598,72,151,67.71300448430493
250750705000599,186,121,39.413680781758956
250750705000600,127,161,55.90277777777778
250750705000601,158,114,41.911764705882355
250750705000602,221,134,37.74647887323944
250750705000603,86,59,40.689655172413794
250750705000604,207,80,27.874564459930312
250750705000605,44,102,69.86301369863014
250750705000606,192,134,41.104294478527606
250750705000607,167,114,40.569395017793596
250750705000608,62,29,31.868131868131865
250750705000609,238,104,30.409356725146196
250750705000610,139,32,18.71345029239766
250750705000611,28,3,9.67741935483871
250750705000612,97,213,68.70967741935485
250750705000613,111,51,31.48148148148148
250750705000614,139,73,34.43396226415094
250750705000615,172,69,28.63070539419087
250750705000616,135,133,49.62686567164179
250750705000617,231,155,40.15544041450777
250750705000618,83,137,62.272727272727266
250750705000619,248,96,27.906976744186046
250750705000620,122,89,42.18009478672986
250750705000621,75,116,60.73298429319372
250750705000622,75,79,51.298701298701296
250750705000623,118,89,42.99516908212561
250750705000624,88,102,53.68421052631579
250750705000625,98,81,45.2513966480447
250750705000626,144,81,36
250750705000627,115,127,52.47933884297521
250750705000628,103,102,49.75609756097561
250750705000629,179,95,34.67153284671533
250750705000630,196,100,33.78378378378378
250750705000631,252,127,33.50923482849604
250750705000632,0,0,NaN
250750705000633,105,76,41.988950276243095
250750705000634,205,81,28.321678321678323
250750705000635,175,58,24.892703862660944
250750705000637,60,84,58.333333333333336
250750705000639,128,106,45.2991452991453
250750705000640,115,93,44.71153846153847
250750705000641,48,37,43.529411764705884
250750705000642,114,86,43
250750705000643,85,53,38.405797101449274
250750705000644,192,177,47.96747967479675
250750705000645,170,93,35.361216730038024
250750705000646,109,73,40.10989010989011
250750705000647,167,89,34.765625
250750705000648,76,43,36.134453781512605
250750705000649,39,30,43.47826086956522
250750705000650,124,63,33.68983957219251
250750705000651,108,84,43.75
250750705000652,59,34,36.55913978494624
250750705000653,34,66,66
250750705000654,4,5,55.55555555555556
250750705000655,61,67,52.34375
250750705000656,111,70,38.67403314917127
250750705000657,83,88,51.461988304093566
250750705000658,101,92,47.66839378238342
250750705000659,71,77,52.02702702702703
250750705000660,92,70,43.20987654320987
250750705000661,227,124,35.32763532763533
250750705000662,93,70,42.944785276073624
250750705000663,71,33,31.73076923076923
250750705000664,102,150,59.523809523809526
250750705000665,82,90,52.32558139534884
250750705000666,194,116,37.41935483870968
250750705000667,58,53,47.74774774774775
250750705000668,6,2,25
250750705000669,69,153,68.91891891891892
250750705000670,186,89,32.36363636363636
250750705000671,24,2,7.6923076923076925
250750705000672,90,119,56.9377990430622
250750705000673,130,77,37.19806763285024
250750705000674,114,113,49.77973568281938
250750705000675,122,185,60.26058631921825
250750705000676,132,90,40.54054054054054
250750705000677,102,87,46.03174603174603
250750705000678,89,72,44.72049689440994
250750705000679,127,94,42.53393665158371
250750705000680,66,117,63.934426229508205
250750705000681,40,106,72.6027397260274
250750705000682,91,101,52.604166666666664
250750705000683,100,89,47.08994708994709
250750705000684,184,91,33.09090909090909
250750705000685,281,60,17.595307917888565
250750705000686,176,171,49.279538904899134
250750705000687,242,97,28.613569321533923
250750705000688,179,151,45.75757575757576
250750705000689,217,103,32.1875
250750705000690,100,42,29.577464788732392
250750705000691,29,9,23.684210526315788
250750705000692,199,75,27.37226277372263
250750705000693,156,82,34.45378151260504
250750705000694,214,101,32.06349206349206
250750705000695,230,123,34.844192634560905
250750705000696,190,123,39.29712460063898
250750705000697,201,82,28.975265017667844
250750705000698,124,34,21.518987341772153
250750705000699,136,46,25.274725274725274
250750705000700,136,91,40.08810572687225
250750705000701,127,111,46.63865546218487
250750705000702,72,83,53.5483870967742
250750705000703,132,72,35.294117647058826
250750705000704,93,109,53.960396039603964
250750705000705,73,136,65.07177033492823
250750705000706,158,70,30.701754385964914
250750705000707,60,52,46.42857142857143
250750705000708,159,93,36.904761904761905
250750705000709,117,57,32.758620689655174
250750705000710,136,74,35.23809523809524
250750705000711,117,125,51.652892561983464
250750705000712,144,86,37.391304347826086
250750705000713,111,71,39.010989010989015
250750705000714,159,121,43.214285714285715
250750705000715,180,78,30.23255813953488
250750705000716,293,107,26.75
250750705000717,93,64,40.76433121019109
250750705000718,133,89,40.090090090090094
250750705000719,127,56,30.601092896174865
250750705000720,115,87,43.06930693069307
250750705000721,152,47,23.618090452261306
250750705000722,150,53,26.108374384236456
250750705000723,131,60,31.413612565445025
250750705000724,4,4,50
250750705000725,109,54,33.12883435582822
250750705000726,73,87,54.37499999999999
250750705000727,80,142,63.96396396396396
250750705000728,135,112,45.34412955465587
250750705000729,95,104,52.26130653266332
250750705000730,183,112,37.96610169491525
250750705000731,176,125,41.52823920265781
250750705000732,183,67,26.8
250750705000733,126,58,31.521739130434785
250750705000734,98,80,44.9438202247191
250750705000735,133,106,44.35146443514644
250750705000736,81,81,50
250750705000737,156,78,33.33333333333333
250750705000738,121,59,32.77777777777778
250750705000739,129,109,45.79831932773109
250750705000740,74,53,41.732283464566926
250750705000741,244,96,28.235294117647058
250750705000742,171,57,25
250750705000743,80,61,43.262411347517734
250750705000744,99,66,40
250750705000745,166,77,31.68724279835391
250750705000746,134,112,45.52845528455284
250750705000747,115,80,41.02564102564102
250750705000748,126,84,40
250750705000749,147,96,39.50617283950617
250750705000750,254,105,29.247910863509752
250750705000751,110,199,64.40129449838187
250750705000752,159,161,50.31250000000001
250750705000753,138,178,56.32911392405063
250750705000754,146,181,55.35168195718655
250750705000755,150,66,30.555555555555557
250750705000756,106,123,53.711790393013104
250750705000757,187,85,31.25
250750705000758,189,139,42.3780487804878
250750705000759,265,72,21.364985163204746
250750705000760,162,102,38.63636363636363
250750705000761,177,102,36.55913978494624
250750705000762,136,78,36.44859813084112
250750705000763,203,67,24.814814814814813
250750705000764,125,201,61.65644171779141
250750705000765,170,89,34.36293436293436
250750705000766,113,66,36.87150837988827
250750705000767,153,95,38.306451612903224
250750705000768,120,51,29.82456140350877
250750705000769,88,41,31.782945736434108
250750705000770,88,119,57.48792270531401
250750705000771,73,50,40.65040650406504
250750705000772,61,91,59.86842105263158
250750705000773,108,100,48.07692307692308
250750705000774,116,122,51.26050420168067
250750705000775,114,82,41.83673469387755
250750705000776,97,82,45.81005586592179
250750705000777,108,98,47.57281553398058
250750705000778,193,176,47.696476964769644
250750705000779,164,158,49.06832298136646
250750705000780,148,179,54.74006116207951
250750705000781,214,61,22.181818181818183
250750705000782,5,2,28.57142857142857
250750705000783,88,50,36.231884057971016
250750705000784,117,87,42.64705882352941
250750705000785,121,91,42.924528301886795
250750705000786,82,54,39.705882352941174
250750705000787,89,30,25.210084033613445
250750705000788,99,64,39.263803680981596
250750705000789,98,86,46.73913043478261
250750705000790,77,43,35.833333333333336
250750705000791,106,99,48.292682926829265
250750705000792,119,134,52.96442687747036
250750705000793,144,73,33.6405529953917
250750705000794,145,124,46.09665427509294
250750705000795,149,42,21.98952879581152
250750705000796,148,55,27.093596059113302
250750705000797,51,75,59.523809523809526
250750705000798,133,44,24.858757062146893
250750705000799,121,53,30.45977011494253
250750705000800,138,72,34.285714285714285
250750705000801,99,45,31.25
250750705000802,145,99,40.57377049180328
250750705000803,119,91,43.333333333333336
250750705000804,253,80,24.024024024024023
250750705000805,130,86,39.81481481481482
250750705000806,140,85,37.77777777777778
250750705000807,198,126,38.88888888888889
250750705000808,98,97,49.743589743589745
250750705000809,124,82,39.80582524271845
250750705000810,144,104,41.935483870967744
250750705000811,136,59,30.256410256410255
250750705000812,165,96,36.7816091954023
250750705000813,78,22,22
250750705000814,143,87,37.826086956521735
250750705000815,101,41,28.87323943661972
250750705000816,159,82,34.024896265560166
250750705000817,93,104,52.79187817258884
250750705000818,70,75,51.724137931034484
250750705000819,71,58,44.96124031007752
250750705000820,87,123,58.57142857142858
250750705000821,136,126,48.091603053435115
250750705000822,110,53,32.515337423312886
250750705000823,145,111,43.359375
250750705000824,79,34,30.08849557522124
250750705000825,83,39,31.967213114754102
250750705000826,100,72,41.86046511627907
250750705000827,103,73,41.47727272727273
250750705000828,155,100,39.21568627450981
250750705000829,119,87,42.23300970873786
250750705000830,136,117,46.24505928853755
250750705000831,157,88,35.91836734693877
250750705000832,82,79,49.06832298136646
250750705000833,102,49,32.450331125827816
250750705000834,127,61,32.4468085106383
250750705000835,88,59,40.136054421768705
250750705000836,107,75,41.208791208791204
250750705000837,172,47,21.461187214611872
250750705000838,142,43,23.243243243243246
250750705000839,226,48,17.51824817518248
250750705000840,190,58,23.387096774193548
250750705000841,8,1,11.11111111111111
250750705000842,146,56,27.722772277227726
250750705000843,109,112,50.678733031674206
250750705000844,103,95,47.97979797979798
250750705000845,120,63,34.42622950819672
250750705000846,96,69,41.81818181818181
250750705000847,190,132,40.993788819875775
250750705000848,164,106,39.25925925925926
250750705000849,75,118,61.13989637305699
250750705000850,85,63,42.567567567567565
250750705000851,89,73,45.06172839506173
250750705000852,160,39,19.597989949748744
250750705000853,129,68,34.51776649746193
250750705000854,78,69,46.93877551020408
250750705000855,141,73,34.112149532710276
250750705000856,89,128,58.986175115207374
250750705000857,135,72,34.78260869565217
250750705000858,106,76,41.75824175824176
250750705000859,232,84,26.582278481012654
250750705000860,94,179,65.56776556776556
250750705000861,143,174,54.889589905362776
250750705000862,150,60,28.57142857142857
250750705000863,133,118,47.01195219123506
250750705000864,94,135,58.951965065502186
250750705000865,180,112,38.35616438356164
250750705000866,108,180,62.5
250750705000867,92,39,29.770992366412212
250750705000868,178,89,33.33333333333333
250750705000869,104,135,56.48535564853556
250750705000870,112,118,51.30434782608696
250750705000871,148,125,45.78754578754579
250750705000872,178,114,39.04109589041096
250750705000873,190,124,39.490445859872615
250750705000874,158,102,39.23076923076923
250750705000875,109,99,47.59615384615385
250750705000876,99,91,47.89473684210526
250750705000877,97,83,46.111111111111114
250750705000878,194,72,27.06766917293233
250750705000879,110,69,38.547486033519554
250750705000880,190,148,43.786982248520715
250750705000881,172,90,34.35114503816794
250750705000882,103,56,35.22012578616352
250750705000883,119,167,58.39160839160839
250750705000884,155,50,24.390243902439025
250750705000885,149,96,39.183673469387756
250750705000886,67,109,61.93181818181818
250750705000887,121,56,31.63841807909605
250750705000888,97,65,40.123456790123456
250750705000889,138,94,40.51724137931034
250750705000890,91,76,45.50898203592814
250750705000891,57,52,47.706422018348626
250750705000892,72,119,62.30366492146597
250750705000893,129,92,41.6289592760181
250750705000894,126,99,44
250750705000895,68,178,72.35772357723577
250750705000896,126,99,44
250750705000897,180,75,29.411764705882355
250750705000898,246,89,26.56716417910448
250750705000899,114,73,39.037433155080215
250750705000900,170,60,26.08695652173913
250750705000901,135,65,32.5
250750705000902,140,50,26.31578947368421
250750705000903,152,109,41.7624521072797
250750705000904,9,9,50
250750705000905,131,98,42.79475982532751
250750705000906,176,157,47.147147147147145
250750705000907,86,87,50.28901734104046
250750705000908,127,100,44.052863436123346
250750705000909,73,73,50
250750705000910,20,1,4.761904761904762
250750705000911,397,163,29.107142857142858
250750705000912,102,25,19.68503937007874
250750705000913,86,59,40.689655172413794
250750705000914,104,49,32.02614379084967
250750705000915,134,89,39.91031390134529
250750705000916,156,86,35.53719008264463
250750705000917,37,43,53.75
250750705000918,58,123,67.95580110497238
250750705000919,122,110,47.41379310344828
250750705000920,176,70,28.455284552845526
250750705000921,221,165,42.74611398963731
250750705000922,73,116,61.37566137566137
250750705000923,254,84,24.85207100591716
250750705000924,262,88,25.142857142857146
250750705000925,41,80,66.11570247933885
250750705000927,53,147,73.5
250750705000928,222,117,34.51327433628318
250750705000929,181,98,35.12544802867383
250750705000930,171,56,24.669603524229075
250750705000931,185,69,27.165354330708663
250750705000932,189,74,28.13688212927757
250750705000933,90,133,59.64125560538116
250750705000934,176,99,36
250750705000935,169,109,39.20863309352518
250750705000936,136,54,28.421052631578945
250750705000937,76,49,39.2
250750705000938,103,79,43.40659340659341
250750705000939,130,102,43.96551724137931
250750705000940,132,150,53.191489361702125
250750705000941,192,112,36.84210526315789
250750705000942,134,97,41.99134199134199
250750705000943,100,96,48.97959183673469
250750705000944,147,162,52.42718446601942
250750705000945,245,63,20.454545454545457
250750705000946,98,88,47.31182795698925
250750705000947,127,73,36.5
250750705000948,310,119,27.73892773892774
250750705000949,188,90,32.37410071942446
250750705000951,0,0,NaN
250750705000952,29,5,14.705882352941178
250750705000953,189,114,37.62376237623762
250750705000954,47,26,35.61643835616438
250750705000955,37,60,61.855670103092784
250750705000956,6,7,53.84615384615385
250750705000957,0,0,NaN
250750705000958,0,0,NaN
250750705000959,46,18,28.125
250750705000960,43,29,40.27777777777778
250750705000961,120,75,38.46153846153847
250750705000962,45,146,76.43979057591623
250750705000963,102,62,37.80487804878049
250760605000001,204,86,29.655172413793103
250760605000002,115,125,52.083333333333336
250760605000003,86,81,48.50299401197605
250760605000004,113,82,42.05128205128205
250760605000005,38,188,83.1858407079646
250760605000006,94,67,41.61490683229814
250760605000007,119,65,35.32608695652174
250760605000008,64,26,28.888888888888886
250760605000010,89,58,39.455782312925166
250760605000011,180,102,36.17021276595745
250760605000012,35,170,82.92682926829268
250770505000001,83,139,62.612612612612615
250770505000002,183,106,36.67820069204152
250770505000003,110,119,51.96506550218341
250770505000004,138,59,29.949238578680205
250770505000005,78,164,67.76859504132231
250770505000006,190,93,32.86219081272085
250770505000007,81,101,55.494505494505496
250770505000008,137,105,43.388429752066116
250770505000009,299,92,23.52941176470588
250770505000010,156,33,17.46031746031746
250770505000011,51,81,61.36363636363637
250770505000012,200,60,23.076923076923077
250770505000013,275,70,20.28985507246377
250770505000014,111,34,23.448275862068964
250770505000015,129,20,13.422818791946309
250770505000016,27,19,41.30434782608695
250770505000017,189,40,17.46724890829694
250770505000018,59,24,28.915662650602407
250770505000019,114,113,49.77973568281938
250770505000020,107,119,52.654867256637175
250770505000021,102,71,41.040462427745666
250780405000001,152,69,31.221719457013574
250780405000002,210,112,34.78260869565217
250780405000003,89,83,48.25581395348838
250780405000004,252,29,10.320284697508896
250780405000005,77,11,12.5
250780405000006,47,44,48.35164835164835
250780405000007,32,6,15.789473684210526
250780405000008,136,36,20.930232558139537
250780405000009,108,66,37.93103448275862
250780405000010,155,64,29.22374429223744
250780405000011,83,34,29.059829059829063
250790305000001,150,66,30.555555555555557
250790305000002,48,211,81.46718146718148
250790305000003,103,166,61.71003717472119
250790305000004,193,88,31.316725978647685
250790305000005,209,157,42.89617486338798
250790305000006,211,131,38.30409356725146
250790305000007,119,88,42.51207729468599
250790305000008,155,84,35.146443514644346
250790305000009,248,132,34.73684210526316
250790305000010,99,24,19.51219512195122
250790305000011,44,10,18.51851851851852
250790305000012,125,43,25.595238095238095
250800005000001,221,59,21.071428571428573
250800005000002,193,94,32.752613240418114
250800005000003,109,79,42.02127659574468
250800005000004,71,79,52.666666666666664
250800005000005,137,29,17.46987951807229
250800005000006,58,73,55.72519083969466
250800005000007,54,67,55.371900826446286
250800005000008,91,15,14.150943396226415
250800005000009,64,112,63.63636363636363
250800005000010,73,17,18.88888888888889
250800005000011,50,12,19.35483870967742
250800005000012,29,16,35.55555555555556
250800005000013,60,125,67.56756756756756
250800005000014,119,27,18.493150684931507
250800005000015,127,46,26.589595375722542
250800005000016,137,50,26.737967914438503
250800005000017,115,47,29.01234567901235
250800005000018,30,30,50
250810905000001,201,66,24.719101123595504
250810905000002,155,96,38.24701195219124
250810905000003,129,94,42.152466367713004
250810905000004,27,6,18.181818181818183
250810905000005,84,139,62.33183856502242
250810905000006,11,16,59.25925925925925
250810905000007,102,31,23.308270676691727
250810905000008,110,48,30.37974683544304
250820805000001,83,195,70.14388489208633
250820805000002,136,143,51.25448028673835
250820805000003,154,106,40.76923076923077
250820805000004,137,91,39.91228070175439
250820805000005,106,16,13.114754098360656
250820805000006,125,40,24.242424242424242
250820805000007,21,2,8.695652173913043
250820805000008,82,20,19.607843137254903
250820805000009,155,47,23.26732673267327
250820805000010,37,29,43.93939393939394
250820805000011,58,26,30.952380952380953
250820805000012,23,7,23.333333333333332
250820805000013,36,50,58.139534883720934
250820805000014,111,69,38.333333333333336
250820805000015,47,17,26.5625
250830705000001,85,213,71.47651006711409
250830705000002,239,107,30.924855491329478
250830705000003,191,143,42.81437125748503
250830705000004,194,136,41.21212121212121
250830705000005,209,118,36.08562691131498
250830705000006,218,98,31.0126582278481
250830705000007,134,128,48.854961832061065
250830705000008,146,54,27
250830705000009,62,68,52.307692307692314
250830705000010,91,36,28.346456692913385
250830705000011,31,45,59.210526315789465
250830705000012,176,35,16.587677725118482
250830705000013,241,77,24.21383647798742
250830705000014,23,110,82.70676691729322
250830705000015,186,122,39.61038961038961
250830705000016,144,73,33.6405529953917
250830705000017,82,24,22.641509433962266
250830705000018,33,17,34
250830705000019,207,65,23.897058823529413
250830705000020,71,16,18.39080459770115
250830705000021,109,26,19.25925925925926
250830705000022,110,51,31.67701863354037
250830705000023,112,69,38.12154696132597
250830705000024,121,66,35.294117647058826
250830705000025,87,19,17.92452830188679
250830705000026,202,58,22.30769230769231
250830705000027,129,73,36.13861386138614
250830705000028,239,77,24.367088607594937
250830705000029,119,42,26.08695652173913
250830705000030,194,83,29.96389891696751
250830705000031,18,5,21.73913043478261
250830705000032,70,32,31.372549019607842
250830705000033,116,52,30.952380952380953
250830705000034,207,77,27.11267605633803
250830705000035,72,37,33.94495412844037
250830705000036,51,9,15
250840605000001,255,78,23.423423423423422
250840605000002,68,23,25.274725274725274
250840605000003,58,12,17.142857142857142
250840605000004,24,25,51.02040816326531
250840605000005,17,11,39.285714285714285
250840605000006,74,80,51.94805194805194
